scenario_id,scenario_name,base_version,period_date,country,product,segment,version,units,average_sale_price,unit_cogs,discount_rate,average_manufacturing_price,source
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,France,Carretera,Channel Partners,SCENARIO,1683.64453125,12.0,3.0,0.05,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,France,Montana,Government,SCENARIO,1771.2247314453125,7.0,5.0,0.1399999999999999,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,France,Paseo,Government,SCENARIO,1594.8953857421875,20.0,10.0,0.05,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,France,Paseo,Midmarket,SCENARIO,1554.2906494140625,15.0,10.0,0.0099999999999999,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,France,VTT,Small Business,SCENARIO,1630.1224365234375,300.0,250.0,0.07,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,France,Velo,Enterprise,SCENARIO,1841.8748779296875,125.0,120.0,0.0,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,Germany,Amarilla,Government,SCENARIO,1388.7628173828125,350.0,260.0,0.05,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,Germany,Carretera,Channel Partners,SCENARIO,1757.0181884765625,12.0,3.0,0.05,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,Germany,Montana,Government,SCENARIO,1568.257568359375,7.0,5.0,0.03,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,Germany,Paseo,Government,SCENARIO,1613.5479736328125,20.0,10.0,0.13,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,Germany,Paseo,Midmarket,SCENARIO,1509.1048583984375,15.0,10.0,0.1399999999999999,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,Germany,VTT,Small Business,SCENARIO,1532.94482421875,300.0,250.0,0.09,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,Germany,Velo,Enterprise,SCENARIO,1744.822509765625,125.0,120.0,0.05,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,Mexico,Amarilla,Government,SCENARIO,1257.847412109375,350.0,260.0,0.04,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,Mexico,Carretera,Channel Partners,SCENARIO,1200.2596435546875,12.0,3.0,0.0699999999999999,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,Mexico,Montana,Government,SCENARIO,1564.1175537109375,7.0,5.0,0.15,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,Mexico,Paseo,Government,SCENARIO,1585.853271484375,20.0,10.0,0.14,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,Mexico,Paseo,Midmarket,SCENARIO,1526.2412109375,15.0,10.0,0.0,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,Mexico,VTT,Small Business,SCENARIO,1357.9654541015625,300.0,250.0,0.07,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,Mexico,Velo,Enterprise,SCENARIO,1803.222900390625,125.0,120.0,0.14,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,United States of America,Amarilla,Government,SCENARIO,1776.5338134765625,350.0,260.0,0.12,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,United States of America,Carretera,Channel Partners,SCENARIO,1681.50341796875,12.0,3.0,0.01,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,United States of America,Montana,Government,SCENARIO,1513.6568603515625,7.0,5.0,0.13,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,United States of America,Paseo,Government,SCENARIO,1450.78076171875,20.0,10.0,0.13,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,United States of America,Paseo,Midmarket,SCENARIO,1512.0391845703125,15.0,10.0,0.01,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,United States of America,VTT,Small Business,SCENARIO,1802.767822265625,300.0,250.0,0.03,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-02-01,United States of America,Velo,Enterprise,SCENARIO,1836.86669921875,125.0,120.0,0.06,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Canada,Amarilla,Small Business,SCENARIO,1636.054443359375,300.0,250.0,0.14,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Canada,Carretera,Government,SCENARIO,1528.1685791015625,350.0,260.0,0.13,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Canada,Montana,Midmarket,SCENARIO,1605.9288330078125,15.0,10.0,0.04,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Canada,Paseo,Enterprise,SCENARIO,1466.040283203125,128.75,120.0,0.03,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Canada,Paseo,Government,SCENARIO,1574.1253662109375,20.6,10.0,0.1399999999999999,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Canada,VTT,Government,SCENARIO,1838.4930419921875,7.0,5.0,0.0099999999999999,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Canada,Velo,Channel Partners,SCENARIO,1767.7861328125,12.0,3.0,0.08,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,France,Amarilla,Small Business,SCENARIO,1380.2845458984375,300.0,250.0,0.15,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,France,Carretera,Government,SCENARIO,1615.2325439453125,350.0,260.0,0.13,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,France,Montana,Midmarket,SCENARIO,1470.6182861328125,15.0,10.0,0.08,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,France,Paseo,Enterprise,SCENARIO,1634.60546875,125.0,120.0,0.05,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,France,Paseo,Government,SCENARIO,1874.7227783203125,20.0,10.0,0.1,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,France,VTT,Government,SCENARIO,1405.618408203125,7.0,5.0,0.12,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,France,Velo,Channel Partners,SCENARIO,1354.230224609375,12.0,3.0,0.09,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Germany,Amarilla,Small Business,SCENARIO,1307.18798828125,300.0,250.0,0.02,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Germany,Carretera,Government,SCENARIO,1320.1241455078125,350.0,260.0,0.11,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Germany,Montana,Midmarket,SCENARIO,1471.0400390625,15.0,10.0,0.0,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Germany,Paseo,Enterprise,SCENARIO,1456.765869140625,125.0,120.0,0.04,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Germany,Paseo,Government,SCENARIO,1294.0611572265625,20.0,10.0,0.15,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Germany,VTT,Government,SCENARIO,1243.3612060546875,7.0,5.0,0.01,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Germany,Velo,Channel Partners,SCENARIO,1044.1390380859375,12.0,3.0,0.0,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Mexico,Amarilla,Small Business,SCENARIO,1518.0450439453125,300.0,250.0,0.02,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Mexico,Carretera,Government,SCENARIO,1449.756591796875,350.0,260.0,0.01,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Mexico,Montana,Midmarket,SCENARIO,1478.004150390625,15.0,10.0,0.01,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Mexico,Paseo,Enterprise,SCENARIO,1407.54736328125,125.0,120.0,0.08,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Mexico,Paseo,Government,SCENARIO,1692.7867431640625,20.0,10.0,0.11,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Mexico,VTT,Government,SCENARIO,1323.8714599609375,7.0,5.0,0.14,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,Mexico,Velo,Channel Partners,SCENARIO,1133.4698486328125,12.0,3.0,0.15,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,United States of America,Amarilla,Small Business,SCENARIO,1456.1376953125,300.0,250.0,0.1,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,United States of America,Carretera,Government,SCENARIO,1986.92041015625,350.0,260.0,0.07,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,United States of America,Montana,Midmarket,SCENARIO,1806.076171875,15.0,10.0,0.12,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,United States of America,Paseo,Enterprise,SCENARIO,1630.119384765625,125.0,120.0,0.05,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,United States of America,Paseo,Government,SCENARIO,1473.3736572265625,20.0,10.0,0.09,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,United States of America,VTT,Government,SCENARIO,1769.2813720703125,7.0,5.0,0.1099999999999999,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-03-01,United States of America,Velo,Channel Partners,SCENARIO,1479.5599365234375,12.0,3.0,0.04,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Canada,Amarilla,Channel Partners,SCENARIO,1561.45849609375,12.0,3.0,0.1,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Canada,Carretera,Enterprise,SCENARIO,1601.8919677734375,125.0,120.0,0.02,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Canada,Montana,Small Business,SCENARIO,1497.5545654296875,300.0,250.0,0.09,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Canada,Paseo,Government,SCENARIO,1642.8536376953125,7.0,5.0,0.15,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Canada,Paseo,Midmarket,SCENARIO,1008.7206420898438,15.0,10.0,0.15,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Canada,VTT,Government,SCENARIO,1525.15869140625,350.0,260.0,0.01,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Canada,Velo,Government,SCENARIO,1607.1246337890625,20.0,10.0,0.03,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,France,Carretera,Enterprise,SCENARIO,1934.17333984375,125.0,120.0,0.03,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,France,Montana,Small Business,SCENARIO,1746.514892578125,300.0,250.0,0.12,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,France,Paseo,Government,SCENARIO,1667.630126953125,7.0,5.0,0.1099999999999999,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,France,Paseo,Midmarket,SCENARIO,2179.221923828125,15.0,10.0,0.0599999999999999,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,France,VTT,Channel Partners,SCENARIO,1806.1192626953125,12.0,3.0,0.0699999999999999,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,France,VTT,Government,SCENARIO,1563.082763671875,350.0,260.0,0.08,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,France,Velo,Government,SCENARIO,1732.3865966796875,20.0,10.0,0.01,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Germany,Amarilla,Enterprise,SCENARIO,1542.845947265625,125.0,120.0,0.0,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Germany,Carretera,Government,SCENARIO,1369.6365966796875,20.0,10.0,0.03,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Germany,Montana,Government,SCENARIO,1696.0301513671875,350.0,260.0,0.14,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Germany,Paseo,Government,SCENARIO,1515.7498779296875,7.0,5.0,0.08,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Germany,Paseo,Small Business,SCENARIO,1498.3094482421875,300.0,250.0,0.04,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Germany,VTT,Channel Partners,SCENARIO,1674.37744140625,12.0,3.0,0.0,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Germany,Velo,Midmarket,SCENARIO,1198.92578125,15.0,10.0,0.1,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Mexico,Amarilla,Enterprise,SCENARIO,1715.5340576171875,125.0,120.0,0.04,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Mexico,Carretera,Government,SCENARIO,1495.56298828125,20.0,10.0,0.1399999999999999,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Mexico,Montana,Government,SCENARIO,1439.8380126953125,350.0,260.0,0.06,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Mexico,Paseo,Government,SCENARIO,1397.905517578125,7.0,5.0,0.15,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Mexico,Paseo,Small Business,SCENARIO,1451.0272216796875,300.0,250.0,0.05,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Mexico,VTT,Channel Partners,SCENARIO,1352.9332275390625,12.0,3.0,0.03,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,Mexico,Velo,Midmarket,SCENARIO,1790.48193359375,15.0,10.0,0.09,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,United States of America,Amarilla,Channel Partners,SCENARIO,1512.2093505859375,12.0,3.0,0.0,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,United States of America,Carretera,Enterprise,SCENARIO,1363.050048828125,125.0,120.0,0.1,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,United States of America,Montana,Small Business,SCENARIO,1571.256591796875,300.0,250.0,0.01,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,United States of America,Paseo,Government,SCENARIO,1648.322998046875,7.0,5.0,0.01,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,United States of America,Paseo,Midmarket,SCENARIO,1858.110595703125,15.0,10.0,0.09,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,United States of America,VTT,Government,SCENARIO,1592.1119384765625,350.0,260.0,0.09,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-04-01,United States of America,Velo,Government,SCENARIO,1684.8780517578125,20.0,10.0,0.14,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,Canada,Amarilla,Enterprise,SCENARIO,1593.98095703125,125.0,120.0,0.07,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,Canada,Carretera,Government,SCENARIO,1395.341064453125,20.0,10.0,0.03,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,Canada,Montana,Government,SCENARIO,1485.15625,350.0,260.0,0.14,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,Canada,Paseo,Government,SCENARIO,1670.9521484375,7.0,5.0,0.0799999999999999,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,Canada,Paseo,Small Business,SCENARIO,1514.859130859375,300.0,250.0,0.07,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,Canada,VTT,Channel Partners,SCENARIO,1613.8035888671875,12.0,3.0,0.12,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,Canada,Velo,Midmarket,SCENARIO,1628.571533203125,15.0,10.0,0.0699999999999999,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,France,Amarilla,Enterprise,SCENARIO,2034.7166748046875,125.0,120.0,0.11,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,France,Carretera,Government,SCENARIO,1701.192626953125,20.0,10.0,0.05,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,France,Montana,Government,SCENARIO,1760.6575927734375,350.0,260.0,0.09,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,France,Paseo,Government,SCENARIO,1733.1595458984375,7.0,5.0,0.0099999999999999,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,France,Paseo,Small Business,SCENARIO,1533.50732421875,300.0,250.0,0.02,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,France,VTT,Channel Partners,SCENARIO,1569.345947265625,12.0,3.0,0.04,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,France,Velo,Midmarket,SCENARIO,1715.4644775390625,15.0,10.0,0.15,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,Germany,Amarilla,Enterprise,SCENARIO,1347.2279052734375,125.0,120.0,0.02,,scenario_engine_v1
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-05-01,Germany,Carretera,Government,SCENARIO,1789.2489013671875,20.0,10.0,0.09,,scenario_engine_v1
