scenario_id,scenario_name,base_version,period_date,country,product,segment,department,account,version,currency,source,amount
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Velo,Midmarket,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,17681.702270507812
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,Velo,Midmarket,,REVENUE,SCENARIO,USD,scenario_engine_v1,15913.532043457031
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,,,Finance & G&A,OPEX_GNA,SCENARIO,USD,scenario_opex_v1,63596.63977358083
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,,,Marketing,OPEX_MARKETING,SCENARIO,USD,scenario_opex_v1,82674.91013766068
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,,,Operations,OPEX_OPERATIONS,SCENARIO,USD,scenario_opex_v1,59508.364610209246
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,,,R&D,OPEX_RND,SCENARIO,USD,scenario_opex_v1,76995.63868754658
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,,,Sales,OPEX_SALES,SCENARIO,USD,scenario_opex_v1,88904.54758403667
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,,,,EBITDA,SCENARIO,USD,derived_scenario_v1,-216516.48603717465
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Germany,,,,OPEX_TOTAL,SCENARIO,USD,scenario_opex_v1,371680.100793034
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Amarilla,Government,,COGS,SCENARIO,USD,scenario_engine_v1,12386.558837890625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Amarilla,Government,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,2725.0429443359376
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Amarilla,Government,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,9661.515893554686
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Amarilla,Government,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,24773.11767578125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Amarilla,Government,,REVENUE,SCENARIO,USD,scenario_engine_v1,22048.07473144531
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Montana,Channel Partners,,COGS,SCENARIO,USD,scenario_engine_v1,5799.8931884765625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Montana,Channel Partners,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,1623.970092773435
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Montana,Channel Partners,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,15775.709472656254
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Montana,Channel Partners,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,23199.57275390625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Montana,Channel Partners,,REVENUE,SCENARIO,USD,scenario_engine_v1,21575.602661132816
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Paseo,Government,,COGS,SCENARIO,USD,scenario_engine_v1,456746.494140625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Paseo,Government,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,55336.594482421875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Paseo,Government,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,102767.96118164062
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Paseo,Government,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,614851.0498046875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Paseo,Government,,REVENUE,SCENARIO,USD,scenario_engine_v1,559514.4553222656
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Paseo,Small Business,,COGS,SCENARIO,USD,scenario_engine_v1,318479.9499511719
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Paseo,Small Business,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,34395.83459472656
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Paseo,Small Business,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,29300.155395507812
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Paseo,Small Business,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,382175.93994140625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Paseo,Small Business,,REVENUE,SCENARIO,USD,scenario_engine_v1,347780.1053466797
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,VTT,Enterprise,,COGS,SCENARIO,USD,scenario_engine_v1,177857.109375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,VTT,Enterprise,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,20379.46044921875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,VTT,Enterprise,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,-12968.74755859375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,VTT,Enterprise,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,185267.822265625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,VTT,Enterprise,,REVENUE,SCENARIO,USD,scenario_engine_v1,164888.36181640625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Velo,Government,,COGS,SCENARIO,USD,scenario_engine_v1,10081.946411132812
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Velo,Government,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,0.0
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Velo,Government,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,4032.778564453125
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Velo,Government,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,14114.724975585938
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Velo,Government,,REVENUE,SCENARIO,USD,scenario_engine_v1,14114.724975585938
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Velo,Midmarket,,COGS,SCENARIO,USD,scenario_engine_v1,19065.8837890625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Velo,Midmarket,,DISCOUNT,SCENARIO,USD,scenario_engine_v1,1429.9412841796875
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Velo,Midmarket,,GROSS_PROFIT,SCENARIO,USD,scenario_engine_v1,8103.0006103515625
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Velo,Midmarket,,GROSS_SALES,SCENARIO,USD,scenario_engine_v1,28598.82568359375
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,Velo,Midmarket,,REVENUE,SCENARIO,USD,scenario_engine_v1,27168.884399414062
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,,,Finance & G&A,OPEX_GNA,SCENARIO,USD,scenario_opex_v1,47323.696265493294
SCN_001,Canada Paseo Q1 Price Increase,FORECAST,2015-01-01,Mexico,,,Marketing,OPEX_MARKETING,SCENARIO,USD,scenario_opex_v1,65057.85312969036
